"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
437,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",35000000,"","","165",,"長方形","9.1","","平成29年","木造","住宅","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
438,"宅地(土地)","商業地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",48000000,"220000","","710",67000,"長方形","38.7","","","","","","北西","県道",32.0,"準住居地域",60,200,"2018年第２四半期","",""
439,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",35000000,"","","165",,"長方形","9.0","110","平成29年","木造","住宅","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
440,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",34000000,"","","165",,"不整形","3.6","115","平成29年","木造","住宅","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
441,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",21000000,"","","135",,"ほぼ長方形","16.0","100","平成29年","木造","住宅","住宅","北東","道路",6.0,"第２種中高層住居専用地域",60,200,"2018年第１四半期","",""
442,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",17000000,"","","145",,"ほぼ正方形","","100","平成29年","木造","住宅","住宅","北西","道路",6.0,"第２種中高層住居専用地域",60,200,"2018年第１四半期","","私道を含む取引"
443,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",24000000,"","","120",,"ほぼ長方形","13.0","95","平成29年","木造","住宅","住宅","北西","市道",6.7,"第２種中高層住居専用地域",60,200,"2018年第１四半期","",""
444,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",16000000,"350000","","155",100000,"長方形","8.0","","","","","","南西","道路",5.8,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
445,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",35000000,"","","145",,"長方形","9.8","105","平成29年","木造","住宅","住宅","南東","道路",4.5,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
446,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島町","岡崎","1H?1H30",23000000,"","","125",,"長方形","14.0","100","平成9年","木造","住宅","住宅","北東","市道",4.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
447,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中島中町","岡崎","1H?1H30",17000000,"360000","","155",110000,"長方形","7.9","","","","","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
448,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中島中町","岡崎","1H?1H30",28000000,"300000","","310",91000,"長方形","15.7","","","","","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
449,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島西町","岡崎","1H?1H30",3600000,"","","70",,"長方形","5.0","60","昭和63年","木造","住宅","住宅","南西","市道",3.0,"第１種住居地域",60,200,"2018年第２四半期","","調停・競売等"
450,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中島西町","岡崎","1H?1H30",40000000,"","","135",,"台形","8.8","105","平成30年","","","住宅","南東","市道",8.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
451,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中島東町","岡崎","1H?1H30",16000000,"250000","","210",76000,"ほぼ長方形","11.0","","","","","その他","南西","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
452,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中島東町","岡崎","1H?1H30",16000000,"390000","","130",120000,"ほぼ台形","13.0","","","","","住宅","北東","市道",8.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
453,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","16",31000000,"","","150",,"不整形","5.5","105","平成30年","木造","住宅","住宅","南東","市道",4.0,"第１種住居地域",60,200,"2019年第１四半期","",""
454,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","18",130000000,"430000","","970",130000,"ほぼ長方形","36.4","","","","","","北","市道",4.0,"第１種住居地域",60,200,"2019年第１四半期","",""
455,"中古マンション等","","23202","愛知県","岡崎市","中園町","矢作橋","12",13000000,"","３ＬＤＫ","75",,"","","","平成6年","ＲＣ","","その他","","",,"第１種住居地域",60,200,"2019年第１四半期","未改装",""
456,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","16",29000000,"","","190",,"袋地等","","105","平成30年","木造","住宅","住宅","南東","市道",4.5,"第１種住居地域",,,"2018年第４四半期","",""
457,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","16",32000000,"","","145",,"長方形","9.1","105","平成30年","木造","住宅","住宅","北西","市道",2.6,"第１種住居地域",60,200,"2018年第４四半期","",""
458,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","16",33000000,"250000","","440",76000,"不整形","20.3","","","","","その他","北西","市道",3.0,"第１種住居地域",60,200,"2018年第３四半期","",""
459,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中園町","矢作橋","13",42000000,"","","150",,"ほぼ長方形","12.0","140","平成29年","木造","住宅","住宅","南東","区画街路",5.0,"第１種住居地域",60,200,"2018年第１四半期","",""
460,"中古マンション等","","23202","愛知県","岡崎市","中田町","岡崎","11",13000000,"","３ＬＤＫ","65",,"","","","平成10年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2018年第２四半期","改装済",""
461,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中之郷町","岡崎","30分?60分",43000000,"200000","","720",60000,"ほぼ正方形","26.5","","","","","住宅","南東","市道",3.3,"市街化調整区域",60,200,"2018年第４四半期","",""
462,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","23",15000000,"180000","","270",56000,"不整形","37.0","","","","","","東","私道",5.7,"第１種中高層住居専用地域",60,200,"2019年第１四半期","",""
463,"宅地(土地)","商業地","23202","愛知県","岡崎市","中町","東岡崎","21",80000000,"550000","","480",170000,"ほぼ長方形","19.0","","","","","住宅","南西","市道",12.0,"近隣商業地域",80,200,"2018年第４四半期","",""
464,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","21",28000000,"","","140",,"ほぼ長方形","10.3","105","平成30年","木造","住宅","住宅","北西","道路",4.3,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
465,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","24",35000000,"","","210",,"ほぼ長方形","12.7","300","昭和56年","鉄骨造","共同住宅、店舗","住宅","北","市道",9.0,"第１種住居地域",60,200,"2018年第４四半期","",""
466,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","25",39000000,"","","250",,"ほぼ台形","25.0","130","昭和55年","木造","住宅","住宅","北西","道路",3.7,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
467,"宅地(土地)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","30分?60分",120000000,"710000","","560",210000,"不整形","8.8","","","","","住宅","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
468,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","中町","東岡崎","26",35000000,"","","115",,"台形","6.1","100","平成30年","木造","住宅","住宅","東","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
469,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","夏山町","本宿(愛知)","1H30?2H",430000,"3500","","400",1100,"不整形","35.0","","","","","","南","市道",8.0,"市街化調整区域",60,200,"2018年第３四半期","",""
470,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西魚町","東岡崎","21",5600000,"310000","","60",94000,"長方形","4.8","","","","","倉庫","西","市道",4.5,"近隣商業地域",80,300,"2018年第３四半期","",""
471,"宅地(土地)","商業地","23202","愛知県","岡崎市","西大友町","宇頭","19",70000000,"370000","","620",110000,"ほぼ長方形","33.0","","","","","店舗","南東","県道",16.0,"準住居地域",60,200,"2019年第１四半期","",""
472,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西大友町","宇頭","19",20000000,"460000","","140",140000,"ほぼ長方形","7.0","","","","","住宅","北東","市道",4.7,"第１種住居地域",60,200,"2018年第４四半期","",""
473,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西大友町","宇頭","18",20000000,"490000","","130",150000,"ほぼ長方形","14.0","","","","","住宅","南東","市道",4.0,"第１種住居地域",60,200,"2018年第４四半期","",""
474,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西大友町","宇頭","18",68000000,"350000","","640",110000,"長方形","27.8","","","","","","北東","市道",4.4,"第１種住居地域",60,200,"2018年第４四半期","",""
475,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西大友町","宇頭","19",19000000,"450000","","135",140000,"ほぼ長方形","7.2","","","","","住宅","北東","市道",4.7,"第１種住居地域",60,200,"2018年第２四半期","",""
476,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西大友町","宇頭","20",94000000,"310000","","1000",94000,"ほぼ長方形","50.0m以上","","","","","住宅","北","市道",4.0,"第１種住居地域",60,200,"2018年第１四半期","",""
477,"宅地(土地)","住宅地","23202","愛知県","岡崎市","西中町","東岡崎","15",12000000,"380000","","100",120000,"ほぼ長方形","5.5","","","","","住宅","南西","市道",8.0,"近隣商業地域",80,300,"2018年第３四半期","",""
478,"宅地(土地)","商業地","23202","愛知県","岡崎市","西本郷町","矢作橋","19",4000000,"120000","","110",36000,"ほぼ長方形","24.8","","","","","住宅","北西","県道",16.0,"市街化調整区域",60,200,"2018年第１四半期","",""
479,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","仁木町","東岡崎","1H30?2H",13000000,"94000","","460",28000,"ほぼ長方形","10.5","","","","","","北東","市道",4.5,"市街化調整区域",60,200,"2018年第２四半期","",""
480,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","23",41000000,"320000","","430",97000,"長方形","11.0","","","","","","西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
481,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","23",79000000,"320000","","810",97000,"不整形","18.5","","","","","","西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
482,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","24",12000000,"200000","","210",61000,"不整形","8.5","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"2018年第３四半期","",""
483,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","25",19000000,"470000","","130",140000,"長方形","","","","","","住宅","南東","市道",8.0,"第１種住居地域",60,200,"2018年第２四半期","",""
484,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","23",15000000,"150000","","330",45000,"不整形","","","","","","","南","道路",3.5,"第１種住居地域",60,200,"2018年第１四半期","",""
485,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","28",32000000,"","","145",,"袋地等","5.0","100","平成30年","木造","住宅","住宅","西","市道",3.0,"第１種住居地域",60,200,"2018年第１四半期","",""
486,"宅地(土地)","住宅地","23202","愛知県","岡崎市","野畑町","岡崎","25",24000000,"300000","","260",91000,"ほぼ長方形","21.0","","","","","","南東","市道",8.5,"第１種住居地域",60,200,"2018年第１四半期","",""
487,"宅地(土地)","住宅地","23202","愛知県","岡崎市","能見町","東岡崎","25",19000000,"380000","","165",120000,"袋地等","2.0","","","","","住宅","南","市道",2.7,"近隣商業地域",80,200,"2018年第３四半期","",""
488,"宅地(土地)","商業地","23202","愛知県","岡崎市","能見町","東岡崎","26",6400000,"350000","","60",100000,"ほぼ長方形","3.5","","","","","住宅","西","県道",16.0,"近隣商業地域",80,200,"2018年第２四半期","",""
489,"宅地(土地)","商業地","23202","愛知県","岡崎市","能見町","東岡崎","25",7000000,"280000","","85",84000,"ほぼ整形","6.5","","","","","住宅","西","県道",16.0,"近隣商業地域",80,200,"2018年第１四半期","",""
490,"宅地(土地)","住宅地","23202","愛知県","岡崎市","能見町","東岡崎","25",5900000,"350000","","55",110000,"ほぼ台形","5.0","","","","","住宅","南","市道",2.8,"近隣商業地域",80,200,"2018年第１四半期","",""
491,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","羽栗町","名電山中","23",7000000,"","","390",,"不整形","6.0","145","昭和56年","","住宅","住宅","南","市道",5.0,"市街化調整区域",60,200,"2018年第４四半期","",""
492,"宅地(土地)","住宅地","23202","愛知県","岡崎市","羽栗町","名電山中","9",21000000,"190000","","360",57000,"ほぼ整形","14.0","","","","","住宅","北西","県道",13.0,"市街化調整区域",60,200,"2018年第２四半期","",""
493,"宅地(土地)","住宅地","23202","愛知県","岡崎市","箱柳町","東岡崎","30分?60分",7500000,"48000","","510",15000,"ほぼ正方形","23.5","","","","","その他","南","道路",6.7,"市街化調整区域",70,200,"2018年第２四半期","",""
494,"宅地(土地)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","25",16000000,"470000","","115",140000,"長方形","7.0","","","","","","南西","市道",4.0,"準工業地域",60,200,"2018年第４四半期","",""
495,"宅地(土地)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","30分?60分",18000000,"470000","","130",140000,"長方形","","","","","","","南西","市道",5.0,"準工業地域",60,200,"2018年第４四半期","",""
496,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","30分?60分",22000000,"","","280",,"ほぼ長方形","","140","昭和63年","","","住宅","南","市道",6.0,"工業地域",60,200,"2018年第４四半期","",""
497,"宅地(土地)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","30分?60分",35000000,"350000","","330",110000,"ほぼ長方形","16.0","","","","","","北西","市道",6.5,"工業地域",60,200,"2018年第３四半期","",""
498,"宅地(土地)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","30分?60分",19000000,"310000","","200",93000,"不整形","31.9","","","","","","南","市道",5.5,"準工業地域",60,200,"2018年第３四半期","",""
499,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","29",35000000,"","","110",,"長方形","6.5","100","平成30年","木造","住宅","住宅","南西","市道",4.5,"準工業地域",60,200,"2018年第２四半期","",""
500,"宅地(土地)","住宅地","23202","愛知県","岡崎市","橋目町","宇頭","30分?60分",20000000,"470000","","140",140000,"長方形","8.8","","","","","","南西","道路",3.7,"準工業地域",60,200,"2018年第２四半期","",""
501,"宅地(土地)","住宅地","23202","愛知県","岡崎市","柱","岡崎","8",25000000,"560000","","145",170000,"ほぼ台形","20.0","","","","","住宅","南東","県道",6.0,"準工業地域",60,200,"2019年第１四半期","",""
502,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","柱","岡崎","2",150000000,"","","210",,"台形","16.7","560","平成8年","鉄骨造","住宅、事務所","店舗","北","市道",22.0,"商業地域",80,400,"2018年第２四半期","",""
